label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
click,0.0,0.0,0.0,0.09772254404215977,-0.1135226025528505,-0.030262744169888493,0.15352724063615925,-0.3171700474050208,-0.040247809387087295,0.1813405363970079,-0.47153167521855044,-0.05188771361551223,0.21277466149593893,-0.612486802932084,-0.061172542179355464,0.05484600343746131,-0.5335692139534798,-0.01055862333583046,0.09093500317698681,-0.6927936448902307,-0.05458242999320927,0.14890452849689512,-0.7020303811164514,-0.08816250923325865,0.2063439990870862,-0.6775882167288113,-0.10915556906670534,0.004717278247071834,-0.5587361623970737,-0.02458255926975682,0.027572954159998168,-0.768757880857063,-0.060374369143093375,0.08083698022682834,-0.8887037108509263,-0.0923320642596227,0.1371417410622915,-0.9810725768144956,-0.11594941712369763,-0.049059092289002716,-0.5323325031231042,-0.04774740766909178,-0.05216565576165732,-0.7637173068173977,-0.09014796936002735,-0.014380313809107785,-0.8984573861894386,-0.1216573004117445,0.033604634474425465,-1.0,-0.14162374991051907,-0.10195980739924658,-0.4583930010387235,-0.07410519360918331,-0.12059968946896119,-0.6293264203169435,-0.11417471536197782,-0.10314614423403207,-0.7527261687978292,-0.13803215921000975,-0.07273002495643026,-0.8571271518175322,-0.15420817438803713
click,0.0,0.0,0.0,0.12421475230455478,-0.11099490058489052,-0.03401562872419549,0.20665459004165096,-0.25503807392583405,-0.059540198115021155,0.25975384168768884,-0.36098375149622464,-0.08858863993025896,0.3089370925177661,-0.47882275119490253,-0.11574843990289072,0.1238191504207912,-0.5354055207573987,-0.05068016996336031,0.1839853133860452,-0.6886395280043911,-0.11418057281427131,0.23858396908573912,-0.6217054019072656,-0.16018053627239134,0.28495510605369234,-0.5356503767883265,-0.18836104485057648,0.06295216337255607,-0.5510617238983725,-0.0720607518627004,0.09464770829846593,-0.7778174849249908,-0.12190827959680033,0.14741799824090274,-0.8846979902644293,-0.1601378051645009,0.19731317985065477,-0.9756496272982595,-0.19038339627222517,-0.00040882817906301195,-0.5050655863157357,-0.10124466252382355,-0.010361276256103807,-0.7439178965849536,-0.15055017180147623,0.01468491827590832,-0.8838782143076975,-0.18235484426159937,0.04927685230450391,-1.0,-0.20622461917548857,-0.06123079495291354,-0.4084427512525556,-0.13436675030131928,-0.09955517255821816,-0.5556020736796214,-0.17879701321802602,-0.09903807528237717,-0.6731257618897188,-0.19953732796654922,-0.08772815147431648,-0.7846254660785374,-0.21478459694852975
click,0.0,0.0,0.0,0.07313326729889635,-0.11412595362993046,-0.03655733985526542,0.10438155344515723,-0.27263837692521653,-0.07035276826244516,0.12863984032636994,-0.41372140500542404,-0.10677352916259772,0.1698009923304056,-0.5450753479620402,-0.1419621923211742,0.017852056680100287,-0.5046594148568585,-0.03601812564110902,0.055209683293946245,-0.6351806976155818,-0.09856705202109656,0.10535393149171006,-0.63568387010056,-0.13840501268466138,0.1499002253709646,-0.5884630018495289,-0.15726388490922363,-0.04596520435211259,-0.52204611613043,-0.05518983633173186,-0.03977774851659943,-0.7278221871772554,-0.0988985931500356,-0.00847068333664019,-0.8601496632269382,-0.12059698680545922,0.025574184316846885,-0.9747086309610132,-0.13223652955762363,-0.10840984233101733,-0.47625322760636457,-0.08589745910825662,-0.14051337625143942,-0.6987784998101874,-0.13843708661516743,-0.13570727048733808,-0.8648367564206255,-0.16770444660064293,-0.11932725641972713,-1.0,-0.18321196206051274,-0.1610403495393204,-0.3794341487020571,-0.119513221634458,-0.2227548270035501,-0.535605249934526,-0.17180484033460972,-0.25613952140519364,-0.6572806731371517,-0.19780518334064479,-0.27552667768153244,-0.7696050108826772,-0.2116099570366593
click,0.0,0.0,0.0,0.08956935565534373,-0.14845873600398207,-0.0200658380385771,0.1537882480110084,-0.32078844046615285,-0.04060851452605063,0.21503646100915588,-0.4344604029907542,-0.06676002665075739,0.273403659024863,-0.5326570649813335,-0.09186150069912483,0.06804886074978879,-0.5285989846701347,-0.03837891726929725,0.13625399742787977,-0.6804214735011078,-0.09901398969532071,0.19956227066768745,-0.6393668140849998,-0.14195053977457214,0.2523987506023611,-0.5720897983818486,-0.16695393729031385,0.022639177167074642,-0.5375104349936872,-0.06337763320099794,0.05677315742484698,-0.7507929223787978,-0.11002638963186995,0.1176452110636043,-0.8740944338928986,-0.14330086044716075,0.1693087399125129,-0.9716228252715613,-0.16761824059648686,-0.027749654713789422,-0.4893005192631796,-0.09536930917314622,-0.04135356243484557,-0.7305537202911656,-0.14127885695318887,-0.01878622125654336,-0.879310902175775,-0.17347491447657523,0.010583335004064285,-1.0,-0.19590085304152335,-0.07461767417402816,-0.39329694470437826,-0.1296123005438807,-0.13316243769289188,-0.5425804884703564,-0.1721244142140147,-0.16423137222607778,-0.6644641534824226,-0.19376918538014593,-0.18386999279485033,-0.7734108099710181,-0.20811997514174121
click,0.0,0.0,0.0,-0.05302234970602436,-0.1748887223294571,-0.030084111972340254,-0.06744964547538072,-0.36863655783446536,-0.06599413181966503,-0.08883784832603979,-0.5257576511466667,-0.10595889500351066,-0.09095909051296096,-0.661014439265099,-0.14715452073780677,0.1071363814105034,-0.5022884665814833,-0.04433510433857879,0.07785544432871894,-0.672461569796376,-0.10731147871190772,0.007361236643439902,-0.7088317133027031,-0.161785122000759,-0.04816191159492702,-0.7097127944516914,-0.19230042093080973,0.1621519707204478,-0.46994357895419914,-0.062030218754983456,0.2238601958558224,-0.6990784902144795,-0.1105339610499748,0.23940410148369237,-0.8621905792275153,-0.1464049785646652,0.2394523744825367,-1.0,-0.16886161719507314,0.19389334694209842,-0.38837803812003974,-0.08567025684514931,0.28561976051250887,-0.5819528624058293,-0.12323035326650769,0.32951149011130587,-0.7271791129064886,-0.15169987366536136,0.3564756200088019,-0.855149151201419,-0.16900104504726796,0.2035440888278574,-0.2828032090860863,-0.1119572602502752,0.2918486590047789,-0.4108723653007749,-0.1372790942562486,0.3449498480142437,-0.530648952322599,-0.14733073449460246,0.38318799830371847,-0.6466574756723376,-0.15273389762241976
click,0.0,0.0,0.0,-0.05327039429487392,-0.1346762502628159,-0.03148141108504271,-0.07948140350618772,-0.3081489501129385,-0.05735094319908561,-0.0709958035380325,-0.4511406166349359,-0.08806649971734963,-0.02388420072664323,-0.5287310608152931,-0.11378179736523716,-0.008110774952254745,-0.5124022802688079,-0.005684282121914792,-0.007348762270806559,-0.6744673232373448,-0.06617211567453173,-0.013239871702000172,-0.6149172289918688,-0.1162991857388403,-0.009804457953927122,-0.5288893202664511,-0.14334124338526186,0.050821975916155636,-0.5216512957722719,-0.01600701511884377,0.07175921907334137,-0.7551166025825488,-0.051221671925552076,0.0921431240608551,-0.8862331111738888,-0.08331555976142378,0.11121983228531382,-1.0,-0.10814345370426906,0.10480729960977866,-0.47826076282633667,-0.03712445923835219,0.14160170138116224,-0.6819753094213385,-0.06827305372783701,0.16731303158297503,-0.8014301569039436,-0.09183799012331975,0.18867902195133116,-0.9058334346018464,-0.10843597065381244,0.1530930911025572,-0.3924617823153086,-0.06284379009108919,0.20296743923582342,-0.5303911630026754,-0.07737709853253433,0.23466185347507068,-0.6135700508937845,-0.08400781882258838,0.26365980723735816,-0.6878800966776738,-0.09078968017643706
click,0.0,0.0,0.0,-0.009107836959642283,-0.06940684072236915,-0.08661191876787849,0.00783531395698128,-0.1980748512390979,-0.11510223525673188,0.06342319630891727,-0.3188115845638759,-0.12736044420649045,0.117965079399686,-0.4096383452924709,-0.12883335359585746,-0.035141399932716304,-0.49925613761700305,-0.06353898468902307,0.044365066200532266,-0.57953864327936,-0.10897119468149795,0.08273116754132806,-0.511547681164172,-0.14244099292595158,0.10282216509977925,-0.4441162520514772,-0.15801157495854465,0.021827511220017224,-0.5194153195792484,-0.03559176802478845,0.060458774131123404,-0.7468719247308158,-0.060186258644992524,0.0967563626886693,-0.8771610404923184,-0.07781717238460867,0.12757091504185408,-1.0,-0.08804010318682469,0.07327356984370494,-0.4921854149435549,-0.01839480908286898,0.10104760285733057,-0.6628923091738453,-0.051070898251906915,0.13104225879946035,-0.7705034605899828,-0.07149053832327494,0.15325943126041944,-0.8908058340091095,-0.08065541132624529,0.11462597971412973,-0.42972984792057983,-0.0081185697566218,0.128109150940446,-0.5417170070296016,-0.03263809173007711,0.12721248394141546,-0.5680826533026357,-0.03385901607994408,0.12837136627108628,-0.6099243073148523,-0.029825900703809655
click,0.0,0.0,0.0,0.07379343976158721,-0.06208919418629298,-0.09693911737842945,0.15548968129825416,-0.1597223760108432,-0.13331354097240097,0.24643101680215382,-0.23912994156735437,-0.1498118825410208,0.310829857459416,-0.33449930467456646,-0.15298160160423643,0.06616343514717533,-0.5034157042763079,-0.08937706913093427,0.19423555555756422,-0.5492317975913764,-0.13925404262812066,0.2661347815024001,-0.4620769011399541,-0.17325711724555606,0.31049893949877816,-0.36930697499314163,-0.1873339207642598,0.06488821236960671,-0.5400952620701219,-0.046060099597351425,0.13800878862423185,-0.7709905800012926,-0.096238843089833,0.20651052388715163,-0.8962109848311943,-0.13051568656093734,0.2600499043447332,-0.9954979881435376,-0.14903147747610493,0.0800434595344099,-0.5327231402586873,-0.009842115045688316,0.13266872545062827,-0.7619960472432618,-0.05210545653182723,0.18987486853897595,-0.8926579780740864,-0.07762056116056593,0.2387941425441996,-1.0,-0.08650236623171871,0.11084431986687354,-0.5024887543483262,0.019644110330368173,0.1443447693313803,-0.6951611044398235,-0.004870509242782909,0.1743313057339378,-0.8328662277024703,-0.016368264405975358,0.20519354090804937,-0.9483544266039601,-0.018668867635250164
click,0.0,0.0,0.0,0.16188494349909077,0.024685298774940797,-0.03709096989717871,0.317731632207886,-0.06194455985544034,-0.053236244467951596,0.4365394048833224,-0.11166217876288549,-0.06963393601181146,0.5330308349476289,-0.15793796541003802,-0.08339923781617178,0.2966320475263319,-0.3949751764852589,-0.038017508085200144,0.4192017999367814,-0.41182775202984884,-0.09481525155231256,0.48707114130157647,-0.31143337130157284,-0.1382697873101449,0.5369191791104786,-0.197926511002256,-0.16713788639461874,0.2682733176806394,-0.4899339635406138,-0.055690601231169666,0.3902702717313418,-0.664081350622094,-0.10059075825885376,0.49769271861760744,-0.7215333977648103,-0.13952939010999804,0.5886672576148603,-0.7510543320777113,-0.1703077310495412,0.21242442500156852,-0.5262417748115202,-0.08247475285517608,0.29755527196187503,-0.7717815809317897,-0.13088022324454954,0.38570919683008775,-0.8794888285996747,-0.17052069487547558,0.46714823763727314,-0.9510548102976768,-0.19946844097539684,0.1352205937735033,-0.4964425372708787,-0.11312285032721697,0.1509739911235097,-0.7223330647157926,-0.16256472604314995,0.19100822751460403,-0.8755814076186367,-0.19340530055374508,0.24377400488792786,-1.0,-0.21582112071476073
click,0.0,0.0,0.0,0.15555146697083955,0.13597267430393514,-0.09281721809807165,0.3087788592121453,0.14613195398880396,-0.15062715322536616,0.43927639174013877,0.1283518788864743,-0.1970325897519064,0.55870209621961,0.09865450687438755,-0.2465924324593776,0.34429233573647133,-0.26181337562310103,-0.16478766215695737,0.5032881941708209,-0.34487367905693345,-0.2556694429930856,0.6083225998709165,-0.3964189340503123,-0.3159554576737018,0.7025460752332237,-0.43719970977726785,-0.36501932760001676,0.3102430697005004,-0.404761576148666,-0.17418775250651727,0.4766210496369025,-0.5254576358066823,-0.28433090417163975,0.6092522891251215,-0.6071601729404552,-0.3610958445354392,0.7371951611340176,-0.649213381529659,-0.42038696408491427,0.23309941582954563,-0.5067877184554559,-0.1906319140891661,0.36351157781823323,-0.6045648491831661,-0.3089747186920666,0.46233140895300623,-0.5212276201928892,-0.37460253237667096,0.5433598861310606,-0.42665368411164106,-0.4165655843337525,0.13238855861138307,-0.5730695387378932,-0.21036595796064475,0.18519144297062468,-0.7966318669486974,-0.32924380321862107,0.24371337433196905,-0.9144506314897007,-0.3973886008544545,0.3133138491123764,-1.0,-0.4434094803884241
